Dönem,Dağıtım kanalı,Müşteri Hesap Grubu,Müş.Hesap Grubu Tnm,Sipariş Veren,Sipariş Veren İsim,Malı Teslim Alan Kodu,Malı Teslim Alan Adı,Ülke anahtarı,Yerleşim yeri,Mahalle,Fatura Kalemi,Malzeme,Malzeme Tanımı,Faturalama Miktar,Satış belgesi türü,Sipariş Türü Tanımı,Versiyon,Satış belgesi,Teslimat türü,Teslimat Türü Tanımı,Teslimat Numarası,Nakliye numarası,İrsaliye Numarası,Mal çıkış Tarihi,Fatura Türü,Fatura Türü Tanımı,Fatura Tarihi,Faturalama Tipi,Fatura Numarası,Referans No,Belge para birimi,Birim Fiyat,Eleks Birim Fiyat,Net değer,Toplam Tutar,Vergi tutarı,TRY Birim Fiyat,TRY Toplam Tutar,EUR Birim Fiyat,EUR Toplam Tutar,USD Birim Fiyat,USD Toplam Tutar,GBP Birim Fiyat,GBP Toplam Tutar,Vade Gün,Satış Vade Günü,Satış Vade Günü,Değerleme sınıfı,Mal Grubu,Malzeme Kod 1,Malzeme Kod 2,Malzeme Kod 3,Malzeme Kod 4,Malzeme Kod 5,Malzeme Türü,Fatura Koşul Kodu,Ödeme koşulu,Koşul kodu,Fiyatlanadırma Tarihi,Kur tipi,Eur Kur,Usd Kur,Gbp Kur,Sipariş Nedeni,Satış bürosu,Belge koşulu no.,SA sipariş numarası,Incoterms,Incoterms (bölüm 2),Ödeyen,Ödeyenin İsmi,Ödeyen Müşteri İl Kodu,Ödeyen Müşteri İlçe Kodu,Ara toplam 4,Ad,Ad 2,Kalem,SD belgesi tipi,Toplam Tutar,Sipariş Veren,Sipariş Veren Ad,Sip.Veren.Kent,Sip.Veren.Ülke,Sip.Veren.Bölge,Sip.Veren.Bölge Adı,Standart fiyat,Std. Fiyat Toplam,Fiili Fiyat,Fiili Fiyat Toplam
202305,43,1251,TOPLULUK DIŞI IC PIYASA,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,TR,Manisa,YUNUSEMRE,20,3037TXS110H,ETAJERLİ LAVABO (46x100),48.000,Z100,Serel Yİ Satış,,14868,ZT01,Serel Yurtiçi Tesl.,80203224,16406,,5/24/2023,Z100,Serel Yİ Satış,5/24/2023,L,90671363,SR12023000001676,TRY,689.00,0.00,"33,072.00","33,072.00","5,952.96",689.00,"33,072.00",32.20,"1,545.81",34.75,"1,668.03",28.07,"1,347.34","2,976,480",90,,4350,1040041,FC,TEK,ÜST,LAVABO,ETAJERLİ,SERAMİK MAMUL,VARDAR2023,Z090,0000014868,5/23/2023,M,,,,,,0001230160,BAGNOTTİ,,,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,Manisa,YUNUSEMRE,0.00,ÖZVARDAR CAM SAN. TİC. A.Ş.,,20,M,"39,024.96",21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,MANISA,TR,45,Manisa,588.07,"28,227.36",740.50,"35,544.00"
202305,43,1251,TOPLULUK DIŞI IC PIYASA,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,TR,Manisa,YUNUSEMRE,20,3037TXS110H,ETAJERLİ LAVABO (46x100),72.000,Z100,Serel Yİ Satış,,14868,ZT01,Serel Yurtiçi Tesl.,80203131,16407,,5/24/2023,Z100,Serel Yİ Satış,5/24/2023,L,90671362,SR12023000001675,TRY,689.00,0.00,"49,608.00","49,608.00","8,929.44",689.00,"49,608.00",32.20,"2,318.72",34.75,"2,502.04",28.07,"2,021.01","4,464,720",90,,4350,1040041,FC,TEK,ÜST,LAVABO,ETAJERLİ,SERAMİK MAMUL,VARDAR2023,Z090,0000014868,5/23/2023,M,,,,,,0001230159,BAGNOTTİ,,,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,Manisa,YUNUSEMRE,0.00,ÖZVARDAR CAM SAN. TİC. A.Ş.,,20,M,"58,537.44",21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,MANISA,TR,45,Manisa,588.07,"42,341.04",740.50,"53,316.00"
202305,43,1251,TOPLULUK DIŞI IC PIYASA,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,21780,BAGNOTTİ BANYO FABRİKASI,TR,Manisa,Şehzadeler,10,3035TXS110H,ETAJERLİ LAVABO (46x80),56.000,Z100,Serel Yİ Satış,,14868,ZT01,Serel Yurtiçi Tesl.,80203225,16406,,5/24/2023,Z100,Serel Yİ Satış,5/24/2023,L,90671364,SR12023000001677,TRY,588.00,0.00,"32,928.00","32,928.00","5,927.04",588.00,"32,928.00",27.48,"1,539.08",29.66,"1,660.77",23.95,"1,341.47","2,963,520",90,,4350,1040041,FC,TEK,ÜST,LAVABO,ETAJERLİ,SERAMİK MAMUL,VARDAR2023,Z090,0000014868,5/23/2023,M,,,,,,0001230161,BAGNOTTİ,,,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,Manisa,YUNUSEMRE,0.00,ÖZVARDAR CAM SAN. TİC. A.Ş.,,10,M,"38,855.04",21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,MANISA,TR,45,Manisa,491.89,"27,545.84",504.04,"28,226.24"
202305,43,1251,TOPLULUK DIŞI IC PIYASA,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,21780,BAGNOTTİ BANYO FABRİKASI,TR,Manisa,Şehzadeler,50,SP36DXS110H,SAPPHIRE TZG. ÜSTÜ LAVABO (35x50),3.000,Z100,Serel Yİ Satış,,14562,ZT01,Serel Yurtiçi Tesl.,80201178,16332,,5/9/2023,Z100,Serel Yİ Satış,5/9/2023,L,90668162,SR12023000001486,TRY,650.00,0.00,"1,950.00","1,950.00",351.00,650.00,"1,950.00",30.21,90.64,33.36,100.08,26.42,79.27,"175,500",90,,4350,1040041,FC,TAKIM,ÜST,LAVABO,TEZGAH ÜSTÜ,SERAMİK MAMUL,VARDAR2023,Z090,0000014562,3/29/2023,M,,,,,,0001224407,,,,21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,Manisa,YUNUSEMRE,0.00,ÖZVARDAR CAM SAN. TİC. A.Ş.,,50,M,"2,301.00",21780,ÖZVARDAR CAM SAN. TİC. A.Ş.,MANISA,TR,45,Manisa,318.71,956.13,322.72,968.16
202305,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLESANAYİ VE TİCARET A.Ş.,,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLERİ SA,TR,ISTANBUL,ŞİŞLİ,10,FFARKMALZEME,FİYAT FARKI MALZEME,-1,ZA01,Serel Alacak Dekontu,,60001337,,,60001337,,,,ZA01,Serel Alacak Dekontu,5/25/2023,A,900027196,0000000000000000,TRY,"13,159.81",0.00,"13,159.81","13,159.81","2,368.76","13,159.81","-13,159.81",614.98,-614.98,662.63,-662.63,534.97,-534.97,0,0,0,,1040048,,,,,,,,Z000,0060001337,,M,,,,Z37,1099,0001231311,EA022030000000645,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLESANAYİ VE TİCARET A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLE,SANAYİ VE TİCARET A.Ş.,10,O,"-10,791.05",2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLE,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202305,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLESANAYİ VE TİCARET A.Ş.,,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLERİ SA,TR,ISTANBUL,ŞİŞLİ,20,FFARKKAPAK,FİYAT FARKI KLOZET KAPAĞI,-1,ZA01,Serel Alacak Dekontu,,60001337,,,60001337,,,,ZA01,Serel Alacak Dekontu,5/25/2023,A,900027196,0000000000000000,TRY,847.87,0.00,847.87,847.87,152.62,847.87,-847.87,39.62,-39.62,42.69,-42.69,34.47,-34.47,0,0,0,,1040042,,,,,,,,Z000,0060001337,,M,,,,Z37,1099,0001231311,EA022030000000645,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLESANAYİ VE TİCARET A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLE,SANAYİ VE TİCARET A.Ş.,20,O,-695.25,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLE,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202305,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,,ELMOR TESİSAT MALZ.TİC.A.Ş.,TR,ISTANBUL,ŞİŞLİ,10,FFARKSERAMİK,FİYAT FARKI SERAMİK,-1,ZA01,Serel Alacak Dekontu,,60001329,,,60001329,,,,ZA01,Serel Alacak Dekontu,5/12/2023,A,900027094,0000000000000000,TRY,"1,963.50",0.00,"1,963.50","1,963.50",353.43,"1,963.50","-1,963.5",91.95,-91.95,100.49,-100.49,80.01,-80.01,0,0,0,,1040041,,,,,,,,Z000,0060001329,,M,,,,102,1099,0001225585,EL02023000000158,EXW,MANISA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,ELMOR TESİSAT MALZ.TİC.A.Ş.,,10,O,"-1,610.07",4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202305,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLESANAYİ VE TİCARET A.Ş.,2600,YELİZ AYDIN,TR,İSTANBUL,KADIKÖY,10,TP08STL060H,SERAMİK TAPA VE LAV. SİFONU(SYH),1.000,Z100,Serel Yİ Satış,4500244237,14808,ZT01,Serel Yurtiçi Tesl.,80202122,16344,,5/10/2023,Z100,Serel Yİ Satış,5/10/2023,L,90668328,SR12023000001525,TRY,199.86,0.00,199.86,199.86,35.97,199.86,199.86,9.34,9.34,10.25,10.25,8.14,8.14,"23,983",120,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,EMAR202302,Z120,0000014808,5/10/2023,M,,,,,1099,0001224835,4500244237,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLESANAYİ VE TİCARET A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLE,SANAYİ VE TİCARET A.Ş.,10,M,235.83,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZMETLE,ISTANBUL,TR,34,Istanbul,51.98,51.98,57.63,57.63
202305,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,D0004415,NOVAPLAST İNŞ.MALZ.SAN.VE TİC.A.Ş.,TR,ADANA,SEYHAN,10,TP10STL110H,DİKDÖRTGEN SERAMİK SİFON TAPASI,26.000,Z400,Elm Bayi Sts Sip.,,20370775,Z400,Elm. Bayi Tsl.,810635446,16349,,5/12/2023,Z101,Serel Intercompany,5/12/2023,I,90669101,SR32023000000567,TRY,230.91,0.00,"6,003.66","6,003.66","1,080.66",230.91,"6,003.66",10.81,281.16,11.82,307.27,9.41,244.65,"1,083,537",150,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,BUTON,AKSESUAR SERAMİK MAMUL,A2340D0002,Z150,0020370775,4/27/2023,M,,,,,,0001226131,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,"6,003.66",ELMOR TESİSAT MALZ.TİC.A.Ş.,,10,5,"7,084.32",504038,NOVAPLAST İNŞ.MALZ.SAN.VE TİC.A.Ş.,ADANA,TR,01,Adana,8.57,222.82,8.57,222.82
202305,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,501110,BURGUCU YAPI İNŞAAT SANAYİ TİCARET LTD.,TR,BARTIN,MERKEZ,30,TP08STL110H,SERAMİK TAPA VE LAV. SİFONU,4.000,Z400,Elm Bayi Sts Sip.,,20368200,Z400,Elm. Bayi Tsl.,810634749,16341,,5/11/2023,Z101,Serel Intercompany,5/11/2023,I,90668651,SR12023000001532,TRY,166.54,0.00,666.16,666.16,119.91,166.54,666.16,7.79,31.16,8.53,34.14,6.78,27.10,"219,888",270,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,A2340D0001,Z270,0020368200,3/30/2023,M,,,,,,0001225391,Teşhir Ürünleri,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,666.16,ELMOR TESİSAT MALZ.TİC.A.Ş.,,30,5,786.07,501110,BURGUCU YAPI İNŞAAT SANAYİ TİCARETL,BARTIN,TR,74,Bartin,66.57,266.28,735.07,"2,940.28"
202305,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,D0012719,KOÇTAŞ YAPI MARKETLERİ TİCARET A.Ş. GAZİ,TR,GAZİANTEP,ŞEHİTKAMİL,10,TP08STL110H,SERAMİK TAPA VE LAV. SİFONU,5.000,Z400,Elm Bayi Sts Sip.,,20364786,Z400,Elm. Bayi Tsl.,810634832,16349,,5/12/2023,Z101,Serel Intercompany,5/12/2023,I,90669090,SR32023000000556,TRY,171.33,0.00,856.65,856.65,154.20,171.33,856.65,8.02,40.12,8.77,43.84,6.98,34.91,"160,335",150,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,A2340D0002,Z150,0020364786,2/23/2023,M,,,,,,0001226120,6700622610,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,856.65,ELMOR TESİSAT MALZ.TİC.A.Ş.,,10,5,"1,010.85",D0012719,KOÇTAŞ YAPI MARKETLERİ TİCARET A.Ş.,GAZİANTEP,TR,27,Gaziantep,66.57,332.85,735.07,"3,675.35"
