Dönem,Dağıtım kanalı,Müşteri Hesap Grubu,Müş.Hesap Grubu Tnm,Sipariş Veren,Sipariş Veren İsim,Malı Teslim Alan Kodu,Malı Teslim Alan Adı,Ülke anahtarı,Kent,Semt,Fatura Kalemi,Malzeme,Malzeme Tanımı,Faturalama Miktar,Satış belgesi türü,Sipariş Türü Tanımı,Versiyon,Satış belgesi,Teslimat türü,Teslimat Türü Tanımı,Teslimat Numarası,Nakliye numarası,İrsaliye Numarası,Mal çıkış Tarihi,Fatura Türü,Fatura Türü Tanımı,Fatura Tarihi,Faturalama Tipi,Fatura Numarası,Referans No,Belge para birimi,Birim Fiyat,Eleks Birim Fiyat,Net değer,Toplam Tutar,Vergi tutarı,TRY Birim Fiyat,TRY Toplam Tutar,EUR Birim Fiyat,EUR Toplam Tutar,USD Birim Fiyat,USD Toplam Tutar,GBP Birim Fiyat,GBP Toplam Tutar,Vade Gün,Satış Vade Günü,Satış Vade Günü,Değerleme sınıfı,Mal Grubu,Malzeme Kod 1,Malzeme Kod 2,Malzeme Kod 3,Malzeme Kod 4,Malzeme Kod 5,Malzeme Türü,Fatura Koşul Kodu,Ödeme koşulu,Koşul kodu,Fiyatlanadırma Tarihi,Kur tipi,Eur Kur,Usd Kur,Gbp Kur,Sipariş Nedeni,Satış bürosu,Belge koşulu no.,SA sipariş numarası,Incoterms,Incoterms (bölüm 2),Ödeyen,Ödeyenin İsmi,Ödeyen Müşteri İl Kodu,Ödeyen Müşteri İlçe Kodu,Ara toplam 4,Ad,Ad 2,Kalem,SD belgesi tipi,Toplam Tutar,Sipariş Veren,Sipariş Veren Ad,Sip.Veren.Kent,Sip.Veren.Ülke,Sip.Veren.Bölge,Sip.Veren.Bölge Adı,Standart fiyat,Std. Fiyat Toplam,Fiili Fiyat,Fiili Fiyat Toplam
202304,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,2600,EMAR MANİSA DEPO,TR,MANİSA,YUNUSEMRE,310,150990400771,8236 MONTAJ TAKOZU 4 (DUBEL),800.000,Z100,Serel Yİ Satış,4500238165,14583,ZT01,Serel Yurtiçi Tesl.,80198405,16161,,4/12/2023,Z100,Serel Yİ Satış,4/12/2023,L,90662419,SR12023000001269,TRY,8.40,0.00,6720.00,6720.00,1209.60,8.40,6720.00,0.40,319.93,0.44,348.88,0.35,281.11,604800,90,,,1040048,,,,DİĞER MALZEME,,,EMAR202304,Z090,0000014583,4/4/2023,M,,,,,1099,0001214822,4500238165,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,310,M,7929.60,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202304,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,,EMAR SATIŞ SONRASI MÜŞTERİ HİZ. SAN.VE T,TR,ISTANBUL,ŞİŞLİ,10,FFARKMALZEME,FİYAT FARKI MALZEME,-1.000,ZA01,Serel Alacak Dekontu,,60001326,,,60001326,,,,ZA01,Serel Alacak Dekontu,4/17/2023,A,900026954,0000000000000000,TRY,17904.14,0.00,17904.14,17904.14,3222.74,17904.14,-17904.14,837.14,-837.14,925.93,-925.93,741.22,-741.22,0,0,0,,1040048,,,,,,,,Z000,0060001326,,M,,,,Z37,1099,0001221428,EA022030000000508,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,10,O,-14681.40,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202304,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,,EMAR SATIŞ SONRASI MÜŞTERİ HİZ. SAN.VE T,TR,ISTANBUL,ŞİŞLİ,20,FFARKKAPAK,FİYAT FARKI KLOZET KAPAĞI,-1.000,ZA01,Serel Alacak Dekontu,,60001326,,,60001326,,,,ZA01,Serel Alacak Dekontu,4/17/2023,A,900026954,0000000000000000,TRY,1296.38,0.00,1296.38,1296.38,233.35,1296.38,-1296.38,60.61,-60.61,67.04,-67.04,53.67,-53.67,0,0,0,,1040042,,,,,,,,Z000,0060001326,,M,,,,Z37,1099,0001221428,EA022030000000508,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,20,O,-1063.03,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202304,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,,EMAR SATIŞ SONRASI MÜŞTERİ HİZ. SAN.VE T,TR,ISTANBUL,ŞİŞLİ,30,FFARKSERAMİK,FİYAT FARKI SERAMİK,-1.000,ZA01,Serel Alacak Dekontu,,60001326,,,60001326,,,,ZA01,Serel Alacak Dekontu,4/17/2023,A,900026954,0000000000000000,TRY,153.60,0.00,153.60,153.60,27.65,153.60,-153.60,7.18,-7.18,7.94,-7.94,6.36,-6.36,0,0,0,,1040041,,,,,,,,Z000,0060001326,,M,,,,Z37,1099,0001221428,EA022030000000508,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,30,O,-125.95,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202304,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,2600,EMAR MANİSA DEPO,TR,MANİSA,YUNUSEMRE,341,TP07STL110H,VENTİL LAVABO TAPASI,150.000,Z100,Serel Yİ Satış,4500238165,14583,ZT01,Serel Yurtiçi Tesl.,80198405,16161,,4/12/2023,Z100,Serel Yİ Satış,4/12/2023,L,90662419,SR12023000001269,TRY,54.00,0.00,8100.00,8100.00,1458.00,54.00,8100.00,2.57,385.64,2.80,420.52,2.26,338.83,729000,90,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,BUTON,AKSESUAR SERAMİK MAMUL,EMAR202304,Z090,0000014583,4/4/2023,M,,,,,1099,0001214822,4500238165,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,341,M,9558.00,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,43.55,6532.50,744.80,111720.00
202304,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,2600,MUSTAFA ALKAN,TR,MANİSA,YUNUSEMRE,50,TP08STL110H,SERAMİK TAPA VE LAV. SİFONU,3.000,Z100,Serel Yİ Satış,4500241868,14677,ZT01,Serel Yurtiçi Tesl.,80199194,16239,,4/24/2023,Z100,Serel Yİ Satış,4/24/2023,L,90665032,SR32023000000489,TRY,156.98,0.00,470.93,470.93,84.77,156.98,470.93,7.40,22.20,8.10,24.30,6.53,19.58,0,0,0,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,EMAR202301,Z000,0000014677,4/17/2023,M,,,,,1099,0001220114,4500241868,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,50,M,555.70,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,66.57,199.71,735.07,2205.21
202304,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,D506055,KUTLUSER İNŞ.MALZ.TİC.SAN.LTD.ŞTİ.,TR,SAMSUN,ÇARŞAMBA,12,TP06STL110H,SERAMİK TAPA VE LAV. SİFONU,1.000,Z400,Elm Bayi Sts Sip.,,20368437,Z400,Elm. Bayi Tsl.,810628691,16158,,4/5/2023,Z101,Serel Intercompany,4/5/2023,I,90661323,SR12023000001158,TRY,820.62,0.00,820.62,820.62,147.71,820.62,820.62,39.15,39.15,42.74,42.74,34.31,34.31,270864,270,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,A2340D0001,Z270,0020368437,3/30/2023,M,,,,,,0001212501,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,820.62,ELMOR TESİSAT MALZ.TİC.A.Ş.,,12,5,968.33,506055,KUTLUSER İNŞ.MALZ.TİC.SAN.LTD.ŞTİ.,SAMSUN,TR,55,Samsun,36.26,36.26,751.43,751.43
202304,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,D506055,KUTLUSER İNŞ.MALZ.TİC.SAN.LTD.ŞTİ.,TR,SAMSUN,ÇARŞAMBA,180,TP08STL010H,SERAMİK TAPA VE LAV. SİFONU(M.BYZ),4.000,Z400,Elm Bayi Sts Sip.,,20368437,Z400,Elm. Bayi Tsl.,810628692,16158,,4/5/2023,Z101,Serel Intercompany,4/5/2023,I,90661324,SR12023000001159,TRY,327.85,0.00,1311.40,1311.40,236.05,327.85,1311.40,15.64,62.57,17.08,68.30,13.71,54.83,432864,270,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,A2340D0001,Z270,0020368437,3/30/2023,M,,,,,,0001212502,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,1311.40,ELMOR TESİSAT MALZ.TİC.A.Ş.,,180,5,1547.45,506055,KUTLUSER İNŞ.MALZ.TİC.SAN.LTD.ŞTİ.,SAMSUN,TR,55,Samsun,48.10,192.40,48.10,192.40
202304,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,D506055,KUTLUSER İNŞ.MALZ.TİC.SAN.LTD.ŞTİ.,TR,SAMSUN,ÇARŞAMBA,190,TP08STL050H,SERAMİK TAPA VE LAV. SİFONU(M.SYH),4.000,Z400,Elm Bayi Sts Sip.,,20368437,Z400,Elm. Bayi Tsl.,810628692,16158,,4/5/2023,Z101,Serel Intercompany,4/5/2023,I,90661324,SR12023000001159,TRY,327.85,0.00,1311.40,1311.40,236.05,327.85,1311.40,15.64,62.57,17.08,68.30,13.71,54.83,432864,270,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,A2340D0001,Z270,0020368437,3/30/2023,M,,,,,,0001212502,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,1311.40,ELMOR TESİSAT MALZ.TİC.A.Ş.,,190,5,1547.45,506055,KUTLUSER İNŞ.MALZ.TİC.SAN.LTD.ŞTİ.,SAMSUN,TR,55,Samsun,15.24,60.96,46.36,185.44
202304,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,D506055,KUTLUSER İNŞ.MALZ.TİC.SAN.LTD.ŞTİ.,TR,SAMSUN,ÇARŞAMBA,250,TP08STL110H,SERAMİK TAPA VE LAV. SİFONU,20.000,Z400,Elm Bayi Sts Sip.,,20368437,Z400,Elm. Bayi Tsl.,810628692,16158,,4/5/2023,Z101,Serel Intercompany,4/5/2023,I,90661324,SR12023000001159,TRY,166.54,0.00,3330.80,3330.80,599.54,166.54,3330.80,7.95,158.91,8.67,173.48,6.96,139.27,1099440,270,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,A2340D0001,Z270,0020368437,3/30/2023,M,,,,,,0001212502,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,3330.80,ELMOR TESİSAT MALZ.TİC.A.Ş.,,250,5,3930.34,506055,KUTLUSER İNŞ.MALZ.TİC.SAN.LTD.ŞTİ.,SAMSUN,TR,55,Samsun,66.57,1331.40,735.07,14701.40
